mx,my,mz
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
-36.75,-47.1,102.3
9.9,-46.95,99.15
9.9,-46.95,99.15
9.45,-45.9,96.3
9.9,-45.9,98.85
10.2,-48.0,96.3
10.2,-48.0,96.3
12.0,-47.85,98.25
9.9,-47.7,97.35
11.4,-48.0,96.6
8.85,-47.55,96.15
9.9,-46.95,96.6
9.9,-47.7,97.05
11.4,-46.95,97.05
10.05,-47.1,96.15
11.25,-46.8,97.5
10.2,-46.65,97.8
10.65,-47.7,97.35
11.25,-47.1,98.7
10.2,-47.25,96.6
11.4,-48.0,96.3
8.55,-46.65,97.35
10.65,-45.6,97.35
10.95,-45.9,97.05
12.75,-47.55,96.9
10.8,-46.8,96.15
12.6,-45.9,97.8
12.6,-45.9,97.8
11.4,-44.85,98.1
12.75,-45.75,97.95
12.0,-45.3,98.7
12.0,-45.3,98.7
12.0,-45.0,98.7
12.15,-44.85,98.85
10.8,-43.95,99.0
10.8,-43.95,99.0
11.25,-42.45,98.25
10.8,-44.25,99.0
12.3,-43.5,99.75
10.65,-43.05,98.4
10.05,-42.9,99.75
11.55,-42.45,100.8
9.45,-42.0,101.7
10.65,-42.75,99.6
9.3,-42.9,101.1
10.2,-41.25,99.6
10.65,-43.05,101.7
10.5,-41.85,101.1
9.6,-41.85,101.1
10.5,-40.65,100.8
9.6,-41.1,101.55
10.05,-40.35,101.55
10.05,-40.35,101.55
11.25,-40.35,101.1
10.05,-38.55,102.6
9.3,-40.65,101.85
9.3,-40.65,101.85
9.45,-39.15,103.5
10.8,-38.55,102.3
8.4,-38.4,103.2
9.9,-39.15,103.95
8.7,-37.35,103.2
10.65,-38.1,103.5
8.55,-37.5,104.85
8.85,-37.2,104.1
10.2,-35.25,103.5
10.2,-36.6,105.3
8.85,-37.2,103.35
9.9,-34.8,105.0
8.55,-34.95,105.45
8.55,-33.6,105.15
8.4,-33.75,104.55
8.85,-33.6,105.9
9.3,-33.9,105.45
8.1,-33.9,105.45
8.85,-33.6,105.15
7.2,-33.45,106.05
7.2,-33.45,106.05
7.2,-33.0,106.35
8.1,-32.1,106.2
7.05,-33.9,105.45
6.3,-33.6,106.2
7.8,-33.9,106.65
7.8,-32.1,105.9
9.15,-33.75,105.75
7.5,-33.45,106.05
7.8,-33.3,105.45
8.85,-32.85,105.9
8.85,-33.3,105.9
7.95,-33.45,105.3
8.4,-32.7,105.75
8.55,-32.85,104.4
9.15,-32.7,105.0
8.55,-33.3,105.15
8.1,-34.35,104.85
8.1,-34.35,104.85
8.7,-33.75,104.25
8.7,-34.5,105.0
8.7,-34.5,105.0
10.95,-33.45,102.45
9.3,-33.9,104.1
10.05,-32.55,105.15
10.2,-34.2,104.25
9.15,-33.75,103.2
9.6,-34.65,104.85
9.9,-33.45,103.5
9.6,-32.55,102.9
9.9,-31.95,103.5
8.85,-32.85,104.1
10.65,-32.7,104.55
8.55,-31.05,104.1
8.4,-30.6,104.25
8.7,-30.6,106.05
9.6,-31.05,104.4
10.05,-30.0,106.2
10.05,-30.0,106.2
9.3,-27.9,105.15
8.1,-30.0,104.1
10.05,-28.65,105.15
10.05,-28.65,105.15
9.45,-27.0,105.75
8.7,-26.25,105.0
9.45,-25.2,105.0
9.9,-25.95,105.0
9.6,-24.3,104.4
10.2,-24.15,105.75
11.4,-22.35,103.95
9.6,-22.95,103.35
10.5,-21.9,104.1
10.95,-22.35,103.95
10.05,-22.5,102.9
9.3,-21.9,103.65
10.5,-20.4,102.9
10.2,-20.55,103.5
10.2,-19.95,103.2
10.65,-19.2,102.75
11.4,-19.2,102.45
10.95,-16.65,101.7
12.6,-18.45,102.0
11.55,-18.6,101.55
11.55,-18.6,101.55
10.8,-17.25,100.8
11.7,-17.4,99.15
10.5,-16.8,100.5
12.0,-17.55,101.85
11.25,-16.2,100.8
12.9,-13.8,99.9
11.4,-16.65,99.6
13.05,-15.45,99.75
11.7,-14.85,99.6
12.0,-15.75,99.0
11.4,-15.3,98.4
12.0,-13.65,99.3
11.7,-14.85,99.6
11.7,-12.45,97.8
11.55,-12.9,96.15
12.9,-13.5,98.4
12.9,-13.5,98.4
12.0,-12.6,97.95
12.0,-13.35,97.95
13.5,-11.55,97.95
13.5,-11.55,97.95
11.4,-11.4,97.05
11.25,-11.55,96.9
12.0,-12.15,97.95
11.7,-10.95,97.35
11.7,-12.45,96.0
12.3,-13.35,96.45
12.75,-12.9,97.5
13.35,-12.0,97.8
12.15,-12.75,97.05
12.0,-11.1,96.45
12.75,-13.35,94.65
12.6,-12.0,94.5
12.3,-11.1,94.65
12.75,-10.05,95.1
13.8,-10.05,93.9
15.0,-11.1,94.35
15.0,-11.1,94.35
12.75,-9.75,92.85
14.7,-10.05,92.1
14.25,-9.3,92.55
14.7,-10.8,93.3
13.65,-9.6,93.45
15.0,-7.2,91.05
14.1,-8.7,91.05
14.1,-7.8,90.9
15.75,-7.95,91.35
13.8,-7.95,90.75
14.25,-7.95,88.95
13.8,-6.45,88.95
15.6,-6.0,90.15
14.7,-5.85,89.25
13.8,-5.4,88.95
15.0,-6.15,88.95
15.0,-5.4,89.25
14.7,-5.4,88.2
16.35,-6.75,85.8
14.4,-4.95,86.55
14.4,-4.95,86.55
15.15,-4.95,87.6
17.1,-5.7,86.25
16.35,-4.95,84.75
15.75,-4.8,85.65
15.45,-4.05,85.65
16.35,-3.45,85.05
15.75,-4.8,83.1
16.8,-4.5,84.45
16.2,-4.35,85.65
16.2,-3.3,83.85
14.85,-5.25,83.7
15.15,-3.9,83.25
16.8,-3.9,83.25
15.9,-4.95,82.2
15.45,-4.8,83.1
15.9,-4.2,82.65
15.6,-3.45,82.65
16.2,-3.3,81.75
16.8,-4.5,81.15
15.6,-4.5,81.15
15.6,-4.5,81.15
17.1,-4.2,81.9
17.1,-4.2,80.4
17.1,-3.15,78.9
16.5,-6.15,81.3
17.1,-4.95,80.1
18.0,-5.85,79.5
17.55,-5.25,80.4
17.55,-4.95,80.1
17.7,-4.05,79.8
17.25,-6.15,77.7
16.8,-5.7,78.9
16.8,-4.5,77.55
17.55,-6.0,76.8
17.85,-5.25,78.9
17.1,-5.7,77.1
18.6,-4.5,78.6
18.6,-4.5,78.6
19.05,-4.5,77.55
19.05,-6.75,77.55
17.7,-6.15,77.4
18.3,-4.95,77.1
17.85,-6.3,76.05
17.85,-6.3,76.05
19.2,-6.15,75.15
19.2,-5.85,77.7
19.65,-6.9,75.15
18.45,-5.85,75.15
19.65,-6.15,75.9
21.3,-7.05,74.7
19.65,-7.65,75.6
20.1,-6.0,73.95
19.05,-6.3,75.0
19.2,-7.65,74.85
19.95,-6.9,74.4
20.7,-8.25,75.9
20.1,-7.05,73.95
21.15,-7.65,73.35
21.15,-7.65,73.35
19.05,-8.55,75.3
20.1,-6.75,74.25
19.2,-7.95,73.35
19.65,-6.9,73.35
19.35,-7.05,73.5
19.95,-6.45,73.35
17.7,-7.2,73.35
20.4,-7.2,72.0
19.8,-8.1,71.7
20.4,-6.9,72.0
18.6,-6.75,72.15
19.95,-7.2,72.0
19.2,-7.95,72.3
20.55,-6.3,71.1
17.55,-7.8,70.65
19.05,-7.8,71.1
19.8,-6.0,70.65
19.8,-7.35,70.35
18.45,-6.9,70.8
18.9,-6.9,69.75
18.9,-6.9,69.75
20.55,-8.1,70.35
19.8,-8.1,68.1
18.45,-7.95,67.65
19.2,-7.2,66.9
19.35,-8.55,65.55
19.2,-7.65,66.45
18.45,-7.95,65.4
17.85,-10.2,64.95
19.65,-10.5,64.65
16.95,-9.0,63.3
19.2,-9.3,62.25
17.85,-9.6,63.75
17.55,-10.2,62.4
19.2,-9.3,60.45
18.9,-8.7,61.5
17.25,-8.25,61.8
17.1,-8.55,61.35
16.35,-8.1,59.85
15.6,-8.55,61.65
15.9,-9.15,60.15
15.9,-9.15,60.15
15.15,-7.35,60.6
15.15,-8.85,60.9
15.0,-6.9,61.05
14.1,-8.85,61.65
16.5,-8.7,60.0
14.7,-8.7,60.75
14.7,-8.7,60.75
13.5,-9.3,61.5
13.65,-8.1,60.6
13.65,-8.1,61.35
16.2,-7.95,60.75
14.25,-6.9,61.5
15.0,-9.0,60.45
13.8,-8.7,59.7
14.7,-8.25,61.05
15.0,-7.65,61.8
13.8,-7.2,60.75
14.7,-7.65,60.45
15.15,-8.1,60.6
11.7,-36.6,37.05
11.7,-35.55,37.05
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
12.0,-34.95,35.85
11.55,-32.1,37.65
12.0,-32.85,37.95
12.15,-32.7,38.25
12.15,-32.7,38.25
12.0,-30.45,37.65
12.3,-31.5,39.45
13.5,-31.5,39.75
13.5,-31.5,39.75
13.5,-30.0,40.95
-12.9,-42.0,110.7
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-42.0,111.45
-12.6,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-12.3,-41.85,110.85
-4.95,-42.0,108.9
-4.95,-42.0,108.15
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-41.55,108.9
-3.75,-40.95,110.4
-2.55,-39.9,109.35
-3.9,-41.1,109.5
-4.35,-39.3,109.8
-2.4,-40.65,109.8
-3.0,-38.4,109.95
-1.2,-38.55,110.25
-1.05,-38.1,110.4
-0.9,-39.0,110.25
-1.8,-37.35,109.65
-1.8,-38.4,110.4
0.0,-37.05,111.15
-0.75,-36.3,110.4
-0.75,-36.3,110.4
0.45,-34.95,109.5
1.65,-34.65,111.6
-0.15,-36.15,108.75
-0.9,-34.35,110.55
0.3,-34.2,109.95
-0.15,-35.4,110.25
1.2,-33.3,110.85
0.9,-34.35,108.75
1.2,-32.85,109.5
0.9,-33.3,111.3
1.2,-32.55,110.25
2.25,-32.7,109.35
1.05,-32.7,109.35
1.2,-31.5,110.85
2.25,-29.85,110.4
1.2,-31.8,110.85
1.2,-31.8,110.85
3.15,-30.75,110.25
3.0,-29.55,109.95
2.25,-30.15,109.65
2.55,-29.85,110.4
4.2,-27.75,110.7
3.9,-30.75,110.25
3.9,-28.95,109.5
3.75,-29.1,109.35
5.4,-29.25,110.25
5.1,-30.0,110.55
4.2,-29.85,108.6
4.95,-29.55,108.9
4.95,-29.55,108.9
4.95,-30.9,109.35
3.75,-30.9,109.65
6.45,-30.6,108.15
6.45,-30.6,108.15
5.4,-30.75,108.0
7.05,-30.75,109.5
3.9,-30.0,108.75
3.9,-30.0,108.75
6.45,-28.8,110.4
4.95,-28.8,109.95
5.7,-28.05,109.35
6.0,-29.85,109.35
3.3,-27.75,110.4
3.15,-27.15,111.6
2.25,-27.75,111.15
3.0,-25.65,111.75
1.2,-26.85,111.3
1.5,-24.9,113.25
1.2,-26.1,112.65
-0.3,-26.7,112.2
-0.3,-26.7,112.2
0.75,-24.45,111.75
-0.45,-23.55,111.6
1.05,-25.95,111.45
0.45,-24.3,111.6
1.8,-24.15,111.45
0.3,-22.8,111.15
0.15,-22.2,112.65
1.65,-23.55,112.35
2.1,-22.5,112.05
2.1,-22.95,112.05
1.8,-22.05,109.65
1.5,-23.1,111.45
2.4,-21.9,111.3
1.8,-21.6,111.45
-0.15,-21.15,112.35
-0.9,-20.4,112.35
-1.05,-20.25,112.2
-1.65,-21.9,113.4
-2.4,-21.45,112.35
-1.65,-22.2,113.4
-1.65,-22.2,113.4
-3.15,-22.2,112.05
-3.0,-22.05,112.5
-2.85,-22.5,111.6
-3.0,-19.95,111.45
-4.35,-20.7,112.05
-5.25,-19.95,112.5
-4.95,-19.2,112.5
-3.15,-19.65,113.4
-6.0,-21.3,112.2
-4.2,-20.55,112.5
-5.85,-19.35,112.35
-4.95,-20.25,112.5
-4.65,-19.65,113.1
-6.3,-20.4,113.1
-5.25,-21.0,112.95
-5.85,-19.65,111.6
-5.85,-20.1,112.65
-6.75,-20.25,112.95
-5.1,-21.15,113.85
-6.45,-20.25,112.2
-6.45,-20.25,112.2
-5.85,-20.1,113.1
-7.2,-20.55,112.5
-5.4,-21.15,112.35
-5.7,-21.0,114.0
-5.85,-20.1,113.1
-5.85,-19.65,112.05
-7.05,-19.05,113.1
-7.05,-19.05,113.1
-5.4,-20.7,112.65
-5.85,-18.3,112.35
-7.05,-20.7,113.4
-6.0,-19.2,112.95
-5.85,-19.35,114.15
-6.6,-21.45,111.6
-4.95,-20.55,114.75
-5.7,-21.3,111.45
-6.0,-21.0,112.95
-3.6,-19.65,112.65
-5.85,-21.15,113.85
-4.35,-20.7,113.4
-4.35,-20.7,113.4
-3.6,-22.2,112.35
-3.0,-22.05,113.55
-2.4,-22.5,113.1
-1.05,-21.6,112.5
-1.5,-22.05,113.25
-1.65,-21.45,112.35
-0.75,-22.35,112.2
1.5,-60.9,78.3
2.1,-62.4,77.7
1.8,-64.05,76.8
1.5,-63.0,75.75
2.4,-63.15,74.4
1.2,-63.9,72.0
1.2,-63.9,72.0
1.5,-63.75,72.15
0.75,-63.3,70.35
1.8,-64.35,69.6
0.75,-64.8,67.35
2.25,-63.75,69.3
1.2,-64.65,69.45
0.0,-63.75,66.75
0.0,-63.75,66.75
2.85,-64.65,65.1
2.25,-63.0,65.25
1.5,-64.05,63.45
2.25,-63.3,63.45
2.1,-63.9,61.5
2.1,-63.9,61.05
0.45,-63.15,61.05
1.65,-63.45,60.45
0.75,-61.5,59.55
0.15,-63.15,56.1
0.9,-64.65,57.15
0.3,-64.35,58.05
0.3,-64.35,58.05
-0.9,-62.4,58.65
0.3,-61.95,58.35
0.15,-64.65,57.9
1.05,-63.75,57.3
1.8,-62.25,59.1
-0.3,-64.35,59.55
