time_ms,roll_deg,pitch_deg,yaw_deg,magYaw_deg,mx,my,mz,gz,dt
32312,1.95,1.89,-137.93,216.68,-24.94,18.19,-39.64,-0.0212,0.0170
32329,1.94,1.93,-137.98,216.64,-24.94,18.19,-39.64,-0.0204,0.0170
32346,1.93,1.97,-138.02,217.19,-23.56,17.56,-38.67,-0.0236,0.0170
32363,1.90,2.00,-138.07,217.39,-24.58,18.51,-41.20,-0.0297,0.0170
32380,1.88,2.05,-138.12,218.28,-23.86,18.63,-40.29,-0.0265,0.0170
32397,1.83,2.05,-138.14,217.66,-21.88,16.70,-40.11,0.0015,0.0170
32414,1.80,2.06,-138.14,220.57,-22.60,19.30,-38.50,0.0033,0.0170
32431,1.76,2.06,-138.15,220.53,-22.60,19.30,-38.50,-0.0007,0.0170
32448,1.72,2.12,-138.21,216.02,-24.35,17.57,-38.44,-0.0321,0.0170
32465,1.68,2.26,-138.23,219.25,-22.64,18.59,-39.20,-0.0111,0.0170
32482,1.63,2.35,-138.27,219.15,-22.43,18.42,-38.61,-0.0241,0.0170
32499,1.60,2.41,-138.31,217.27,-24.48,18.77,-39.91,-0.0164,0.0170
32516,1.54,2.48,-138.34,218.35,-23.39,18.77,-40.40,-0.0161,0.0170
32533,1.50,2.57,-138.40,218.23,-23.39,18.77,-40.40,-0.0428,0.0170
32550,1.44,2.67,-138.43,215.59,-24.80,18.04,-39.91,-0.0065,0.0170
32567,1.43,2.73,-138.46,218.06,-22.40,17.98,-38.31,-0.0113,0.0170
32584,1.37,2.77,-138.50,217.70,-21.69,17.27,-39.68,-0.0212,0.0170
32601,1.32,2.86,-138.52,217.55,-23.85,18.91,-40.01,-0.0028,0.0170
32618,1.27,2.98,-138.56,216.03,-23.37,17.60,-40.38,-0.0044,0.0170
32635,1.26,3.10,-138.57,215.93,-23.37,17.60,-40.38,0.0148,0.0170
32652,1.26,3.12,-138.61,213.09,-23.74,15.97,-39.22,0.0031,0.0170
32669,1.24,3.12,-138.63,216.33,-22.55,17.29,-40.31,0.0015,0.0170
32686,1.24,3.14,-138.67,214.03,-23.68,16.58,-40.38,-0.0039,0.0170
32703,1.22,3.27,-138.72,216.17,-22.79,17.46,-41.19,-0.0252,0.0170
32720,1.29,3.40,-138.76,215.63,-22.44,16.83,-39.00,-0.0055,0.0170
32737,1.27,3.47,-138.79,215.31,-23.11,17.18,-41.21,-0.0041,0.0170
32754,1.24,3.50,-138.82,215.42,-22.95,17.13,-39.19,-0.0039,0.0170
32771,1.23,3.56,-138.85,216.77,-23.04,18.18,-40.22,-0.0025,0.0170
32788,1.25,3.68,-138.90,214.00,-23.35,16.57,-40.35,-0.0188,0.0170
32805,1.28,3.80,-138.94,215.51,-23.32,17.58,-39.80,-0.0081,0.0170
32822,1.31,3.90,-138.98,215.47,-23.32,17.58,-39.80,-0.0172,0.0170
32839,1.27,3.97,-139.02,213.67,-22.84,16.12,-40.02,-0.0025,0.0170
32856,1.26,4.03,-139.04,215.78,-22.88,17.59,-40.34,0.0065,0.0170
32873,1.26,4.09,-139.07,214.81,-23.58,17.47,-40.96,0.0057,0.0170
32890,1.25,4.24,-139.10,215.12,-23.37,17.60,-40.38,-0.0060,0.0170
32907,1.30,4.37,-139.16,214.79,-23.46,17.43,-39.52,-0.0281,0.0170
32924,1.35,4.48,-139.24,214.78,-23.46,17.43,-39.52,-0.0569,0.0170
32941,1.28,4.53,-139.31,211.79,-23.95,15.84,-39.81,-0.0262,0.0170
32958,1.30,4.61,-139.37,212.36,-24.26,16.42,-39.55,-0.0113,0.0170
32975,1.33,4.70,-139.39,214.56,-23.06,17.16,-40.63,0.0079,0.0170
32992,1.39,4.88,-139.44,212.18,-22.94,15.53,-39.44,-0.0073,0.0170
33009,1.43,5.08,-139.50,212.10,-22.94,15.53,-39.44,-0.0220,0.0170
33026,1.40,5.26,-139.56,211.96,-22.94,15.53,-39.44,-0.0135,0.0170
33043,1.40,5.34,-139.60,210.12,-23.36,14.68,-40.74,0.0113,0.0170
33060,1.39,5.41,-139.63,211.93,-23.55,16.01,-40.93,0.0113,0.0170
33077,1.38,5.51,-139.66,211.87,-23.77,16.17,-41.52,0.0177,0.0170
33094,1.46,5.67,-139.64,211.09,-22.90,15.12,-41.01,0.0598,0.0170
33111,1.51,5.86,-139.66,211.04,-22.90,15.12,-41.01,0.0318,0.0170
33128,1.54,5.97,-139.69,211.96,-22.34,15.43,-41.98,0.0092,0.0170
33145,1.53,6.05,-139.72,211.98,-22.97,15.87,-41.74,0.0164,0.0170
33162,1.55,6.11,-139.76,209.21,-22.20,13.64,-40.64,0.0092,0.0170
33179,1.55,6.20,-139.83,209.22,-22.15,13.63,-39.92,-0.0089,0.0170
33196,1.58,6.37,-139.86,211.80,-22.29,15.42,-41.40,0.0140,0.0170
33213,1.60,6.57,-139.88,211.70,-22.29,15.42,-41.40,0.0231,0.0170
33230,1.63,6.73,-139.91,209.05,-23.12,14.27,-41.86,0.0217,0.0170
33247,1.61,6.84,-139.94,210.04,-22.99,14.81,-40.15,0.0220,0.0170
33264,1.55,6.89,-139.96,210.38,-22.45,14.84,-41.54,0.0268,0.0170
33281,1.50,6.94,-140.01,205.92,-24.71,13.26,-41.67,0.0284,0.0170
33298,1.46,7.00,-140.04,211.04,-22.35,15.24,-40.11,0.0097,0.0170
33315,1.47,7.14,-140.10,210.97,-22.35,15.24,-40.11,-0.0135,0.0170
33332,1.44,7.33,-140.16,209.53,-22.22,14.38,-40.65,-0.0116,0.0170
33349,1.42,7.44,-140.20,211.10,-22.41,15.55,-40.84,0.0047,0.0170
33366,1.43,7.54,-140.22,209.64,-21.63,14.24,-41.47,0.0292,0.0170
33383,1.45,7.69,-140.24,208.26,-23.15,14.28,-42.30,0.0396,0.0170
33400,1.49,7.79,-140.25,209.14,-22.93,14.69,-41.43,0.0484,0.0170
33417,1.52,7.88,-140.27,209.80,-21.90,14.52,-40.78,0.0265,0.0170
33434,1.50,7.97,-140.32,207.89,-23.78,14.43,-42.06,0.0079,0.0170
33451,1.48,8.03,-140.38,206.19,-22.95,12.95,-41.96,0.0135,0.0170
33468,1.48,8.08,-140.43,205.81,-23.41,12.95,-41.71,0.0169,0.0170
33485,1.51,8.13,-140.47,208.20,-23.35,14.39,-40.74,0.0188,0.0170
33502,1.55,8.23,-140.53,208.20,-23.35,14.39,-40.74,-0.0012,0.0170
33519,1.60,8.42,-140.63,207.26,-22.72,13.52,-41.10,-0.0457,0.0170
33536,1.60,8.64,-140.73,207.01,-21.73,12.91,-40.87,-0.0388,0.0170
33553,1.60,8.81,-140.83,206.22,-23.84,13.53,-40.89,-0.0380,0.0170
33570,1.59,8.88,-140.93,205.02,-23.85,12.80,-41.17,-0.0305,0.0170
33587,1.64,8.97,-141.02,210.24,-21.82,15.12,-41.65,-0.0444,0.0170
33604,1.63,9.10,-141.10,210.15,-21.82,15.12,-41.65,-0.0332,0.0170
33621,1.63,9.25,-141.18,207.21,-21.03,12.94,-42.26,-0.0209,0.0170
33638,1.59,9.43,-141.29,203.85,-25.13,12.86,-42.98,-0.0412,0.0170
33655,1.52,9.49,-141.36,204.25,-22.74,12.06,-41.50,0.0007,0.0170
33672,1.53,9.54,-141.42,206.64,-23.81,14.14,-42.48,0.0020,0.0170
33689,1.55,9.61,-141.51,205.16,-23.07,12.80,-41.54,-0.0244,0.0170
33706,1.55,9.69,-141.62,205.13,-23.07,12.80,-41.54,-0.0409,0.0170
33723,1.56,9.75,-141.72,204.48,-22.61,12.22,-41.92,-0.0294,0.0170
33740,1.61,9.85,-141.81,204.17,-24.08,12.68,-42.04,-0.0209,0.0170
33757,1.58,9.93,-141.88,204.02,-23.56,12.37,-41.56,-0.0068,0.0170
33774,1.63,10.03,-141.98,204.21,-22.94,12.22,-41.95,-0.0222,0.0170
33791,1.65,10.22,-142.07,204.98,-21.77,12.20,-41.58,-0.0305,0.0170
33808,1.63,10.39,-142.15,204.87,-21.77,12.20,-41.58,-0.0196,0.0170
33825,1.60,10.44,-142.18,206.61,-22.55,13.66,-40.95,0.0270,0.0170
33842,1.63,10.50,-142.27,204.66,-22.38,12.34,-41.05,-0.0228,0.0170
33859,1.59,10.63,-142.37,204.79,-23.04,12.79,-41.11,-0.0385,0.0170
33876,1.55,10.74,-142.48,200.46,-23.37,10.32,-41.65,-0.0238,0.0170
33893,1.54,10.81,-142.56,202.83,-23.54,11.97,-43.42,-0.0079,0.0170
33910,1.55,10.90,-142.63,203.57,-21.44,11.46,-41.54,0.0001,0.0170
33927,1.58,11.02,-142.72,203.76,-23.91,12.67,-41.88,-0.0137,0.0170
33944,1.59,11.15,-142.81,202.58,-23.14,11.65,-42.52,-0.0212,0.0170
33961,1.58,11.24,-142.89,203.21,-23.48,12.25,-42.70,-0.0100,0.0170
33978,1.58,11.26,-142.96,201.14,-21.57,10.15,-41.38,0.0047,0.0170
33995,1.59,11.26,-143.04,201.16,-21.57,10.15,-41.38,0.0044,0.0170
34012,1.60,11.29,-143.12,203.50,-22.76,12.07,-41.79,-0.0103,0.0170
34029,1.60,11.35,-143.22,202.13,-23.68,11.68,-43.28,-0.0332,0.0170
34046,1.57,11.45,-143.33,201.81,-23.77,11.51,-42.42,-0.0332,0.0170
34063,1.56,11.51,-143.42,202.20,-22.75,11.34,-41.77,-0.0220,0.0170
34080,1.57,11.55,-143.51,203.32,-24.14,12.69,-42.76,-0.0214,0.0170
34097,1.59,11.56,-143.58,203.35,-24.14,12.69,-42.76,-0.0017,0.0170
34114,1.62,11.56,-143.65,201.09,-23.53,10.91,-41.53,0.0012,0.0170
34131,1.64,11.55,-143.72,202.49,-23.11,11.65,-42.23,0.0004,0.0170
34148,1.61,11.57,-143.81,201.64,-22.22,10.74,-41.29,-0.0124,0.0170
34165,1.62,11.59,-143.90,201.89,-22.92,11.20,-41.92,-0.0230,0.0170
34182,1.57,11.58,-143.97,201.65,-23.60,11.36,-42.26,0.0020,0.0170
34199,1.56,11.58,-144.04,201.64,-23.60,11.36,-42.26,0.0007,0.0170
34216,1.56,11.56,-144.09,202.86,-21.64,11.33,-42.12,0.0156,0.0170
34233,1.54,11.57,-144.17,201.88,-21.98,10.91,-42.42,-0.0039,0.0170
34250,1.53,11.56,-144.24,200.39,-24.09,10.79,-42.43,-0.0004,0.0170
34267,1.51,11.58,-144.32,202.21,-24.42,12.10,-42.34,-0.0073,0.0170
34284,1.49,11.59,-144.39,203.00,-23.88,12.37,-41.59,-0.0047,0.0170
34301,1.47,11.58,-144.45,202.98,-23.88,12.37,-41.59,0.0036,0.0170
34318,1.45,11.57,-144.51,201.39,-21.90,10.59,-41.41,0.0092,0.0170
34335,1.46,11.58,-144.59,200.59,-23.14,10.64,-42.79,-0.0039,0.0170
34352,1.46,11.56,-144.65,203.64,-23.47,12.68,-42.43,0.0001,0.0170
34369,1.45,11.56,-144.71,202.90,-22.91,11.92,-41.65,0.0001,0.0170
34386,1.44,11.54,-144.76,200.89,-23.01,10.79,-43.07,0.0167,0.0170
34403,1.45,11.53,-144.83,201.88,-22.89,11.38,-43.50,0.0004,0.0170
34420,1.42,11.51,-144.92,198.66,-22.66,9.32,-43.01,-0.0068,0.0170
34437,1.41,11.50,-144.97,205.11,-21.13,12.67,-43.55,-0.0052,0.0170
34454,1.43,11.49,-145.04,202.38,-21.82,11.19,-42.28,-0.0004,0.0170
34471,1.44,11.46,-145.12,201.25,-24.00,11.39,-43.29,-0.0108,0.0170
34488,1.45,11.45,-145.21,201.27,-24.00,11.39,-43.29,-0.0230,0.0170
34505,1.45,11.45,-145.30,199.36,-23.75,10.05,-42.39,-0.0140,0.0170
34522,1.45,11.43,-145.36,203.31,-20.85,11.33,-42.35,-0.0033,0.0170
34539,1.46,11.42,-145.42,201.37,-21.98,10.61,-42.42,-0.0004,0.0170
34556,1.49,11.41,-145.49,201.96,-23.07,11.34,-41.79,-0.0041,0.0170
34573,1.52,11.39,-145.55,202.31,-22.50,11.36,-42.76,-0.0017,0.0170
34590,1.55,11.37,-145.62,202.35,-22.50,11.36,-42.76,-0.0015,0.0170
34607,1.56,11.36,-145.69,200.70,-23.60,10.83,-44.40,-0.0004,0.0170
34624,1.57,11.36,-145.74,203.55,-22.94,12.22,-41.95,-0.0007,0.0170
34641,1.58,11.33,-145.79,204.02,-23.85,12.99,-43.18,0.0049,0.0170
34658,1.57,11.32,-145.84,202.44,-22.74,11.53,-43.64,0.0023,0.0170
34675,1.57,11.30,-145.90,202.10,-23.07,11.34,-41.79,-0.0017,0.0170
34692,1.59,11.28,-145.98,202.13,-23.07,11.34,-41.79,-0.0169,0.0170
34709,1.58,11.25,-146.05,202.78,-21.73,11.17,-41.27,-0.0129,0.0170
34726,1.61,11.21,-146.12,202.30,-23.33,11.47,-40.96,-0.0100,0.0170
34743,1.61,11.15,-146.20,199.49,-24.08,10.06,-42.41,-0.0057,0.0170
34760,1.62,11.12,-146.26,202.33,-22.99,11.32,-40.79,-0.0089,0.0170
34777,1.62,11.11,-146.34,202.16,-23.13,11.36,-42.52,-0.0238,0.0170
34794,1.60,11.06,-146.42,203.71,-22.94,12.22,-41.95,-0.0289,0.0170
34811,1.63,11.03,-146.48,202.77,-22.63,11.50,-42.34,-0.0052,0.0170
34828,1.63,10.98,-146.53,203.56,-23.34,12.21,-40.97,-0.0055,0.0170
34845,1.63,10.95,-146.59,203.64,-22.79,12.08,-42.22,-0.0063,0.0170
34862,1.63,10.94,-146.64,202.88,-22.65,11.46,-40.48,-0.0020,0.0170
34879,1.64,10.94,-146.69,203.43,-21.76,11.47,-41.56,0.0055,0.0170
34896,1.65,10.92,-146.73,203.65,-21.46,11.47,-41.83,0.0047,0.0170
34913,1.69,10.85,-146.77,204.01,-22.70,12.25,-43.08,0.0076,0.0170
34930,1.72,10.78,-146.82,202.40,-23.51,11.53,-43.12,0.0103,0.0170
34947,1.74,10.74,-146.86,203.59,-22.91,11.92,-41.65,-0.0004,0.0170
34964,1.74,10.70,-146.90,203.67,-22.85,11.91,-40.93,0.0073,0.0170
34981,1.75,10.69,-146.95,203.69,-22.85,11.91,-40.93,0.0007,0.0170
34998,1.79,10.61,-146.97,204.61,-22.26,12.21,-41.61,0.0247,0.0170
35015,1.84,10.46,-146.99,202.83,-23.02,11.33,-41.07,0.0324,0.0170
35032,1.88,10.29,-147.02,204.97,-22.44,12.36,-41.77,0.0065,0.0170
35049,1.89,10.14,-147.07,203.51,-23.70,11.93,-41.42,0.0017,0.0170
35066,1.89,10.00,-147.13,201.74,-23.96,10.94,-42.85,-0.0089,0.0170
35083,1.91,9.98,-147.19,205.02,-21.71,11.89,-40.85,-0.0161,0.0170
35100,1.89,9.97,-147.23,204.76,-23.68,12.65,-41.01,0.0017,0.0170
35117,1.89,9.96,-147.28,202.29,-25.01,11.66,-41.65,0.0001,0.0170
35134,1.86,9.90,-147.31,205.65,-22.98,12.96,-42.40,0.0017,0.0170
35151,1.85,9.82,-147.34,203.67,-22.55,11.47,-41.33,0.0183,0.0170
35168,1.85,9.78,-147.37,203.69,-22.55,11.47,-41.33,0.0119,0.0170
35185,1.83,9.77,-147.41,204.46,-24.08,12.68,-42.04,0.0004,0.0170
35202,1.86,9.75,-147.45,205.33,-22.92,12.65,-41.67,-0.0055,0.0170
35219,1.87,9.71,-147.49,205.46,-22.71,12.68,-43.09,-0.0025,0.0170
35236,1.87,9.64,-147.53,205.05,-22.76,12.36,-41.80,-0.0009,0.0170
35253,1.88,9.55,-147.57,203.83,-24.64,12.37,-40.92,0.0004,0.0170
35270,1.89,9.48,-147.62,203.87,-24.64,12.37,-40.92,-0.0031,0.0170
35287,1.91,9.43,-147.65,207.51,-23.37,14.11,-41.02,-0.0047,0.0170
35304,1.92,9.31,-147.69,204.87,-24.00,12.65,-41.03,-0.0089,0.0170
35321,1.92,9.16,-147.73,206.05,-23.65,13.27,-42.59,-0.0044,0.0170
35338,1.92,9.07,-147.76,205.41,-22.74,12.36,-41.51,0.0068,0.0170
35355,1.92,9.08,-147.79,205.50,-23.29,12.63,-40.26,-0.0036,0.0170
35372,1.89,9.03,-147.82,205.49,-23.29,12.63,-40.26,0.0071,0.0170
35389,1.87,8.93,-147.83,204.65,-24.49,12.66,-41.06,0.0289,0.0170
35406,1.92,8.74,-147.83,205.69,-24.44,13.27,-42.36,0.0342,0.0170
35423,1.96,8.57,-147.87,207.36,-22.43,13.23,-41.50,-0.0209,0.0170
35440,1.95,8.49,-147.93,204.59,-24.33,12.37,-41.19,-0.0220,0.0170
35457,1.93,8.43,-147.97,206.98,-23.30,13.36,-40.28,-0.0105,0.0170
35474,1.92,8.38,-147.99,208.14,-23.01,13.95,-40.56,-0.0015,0.0170
35491,1.95,8.34,-148.01,208.76,-23.69,14.69,-40.77,-0.0039,0.0170
35508,1.97,8.29,-148.05,205.86,-24.01,12.95,-41.04,-0.0124,0.0170
35525,1.99,8.24,-148.10,206.49,-22.96,12.77,-40.10,-0.0164,0.0170
35542,1.97,8.17,-148.12,209.13,-21.98,13.96,-41.78,-0.0121,0.0170
35559,1.98,8.13,-148.14,209.16,-21.98,13.96,-41.78,-0.0009,0.0170
35576,1.99,8.09,-148.15,208.24,-24.01,14.40,-40.78,-0.0012,0.0170
35593,1.99,8.09,-148.18,206.50,-24.83,13.69,-41.11,-0.0007,0.0170
35610,1.98,8.09,-148.20,207.78,-22.91,13.48,-39.39,-0.0001,0.0170
35627,1.96,7.98,-148.24,206.76,-24.51,13.68,-41.09,-0.0164,0.0170
35644,1.96,7.79,-148.27,208.26,-23.85,14.26,-40.91,-0.0140,0.0170
35661,1.92,7.53,-148.33,208.35,-23.85,14.26,-40.91,-0.0353,0.0170
35678,1.92,7.37,-148.35,210.20,-21.82,14.20,-39.76,-0.0209,0.0170
35695,1.93,7.34,-148.37,209.64,-23.51,14.83,-40.61,-0.0060,0.0170
35712,1.95,7.34,-148.40,207.29,-24.78,14.01,-42.40,-0.0044,0.0170
35729,1.95,7.34,-148.41,209.64,-23.30,14.67,-40.02,-0.0049,0.0170
35746,1.95,7.29,-148.42,209.22,-22.44,13.96,-41.52,-0.0028,0.0170
35763,1.94,7.23,-148.43,209.25,-22.44,13.96,-41.52,0.0049,0.0170
35780,1.95,7.15,-148.44,210.00,-22.72,14.53,-40.84,-0.0004,0.0170
35797,1.94,7.11,-148.45,208.97,-23.68,14.40,-40.76,-0.0004,0.0170
35814,1.94,7.04,-148.47,208.01,-24.64,14.26,-40.68,-0.0028,0.0170
35831,1.97,7.01,-148.48,208.84,-23.64,14.29,-42.33,0.0020,0.0170
35848,1.98,6.96,-148.48,211.40,-22.85,15.40,-40.29,0.0033,0.0170
35865,1.95,6.79,-148.46,211.47,-22.85,15.40,-40.29,0.0217,0.0170
35882,1.96,6.58,-148.44,210.75,-23.54,15.27,-40.91,0.0292,0.0170
35899,1.98,6.51,-148.43,211.83,-23.61,16.02,-41.65,0.0097,0.0170
35916,1.99,6.46,-148.43,209.84,-24.47,15.13,-40.40,0.0081,0.0170
35933,2.00,6.41,-148.41,211.91,-24.35,16.45,-40.71,0.0156,0.0170
35950,1.99,6.27,-148.39,211.99,-24.35,16.45,-40.71,0.0145,0.0170
35967,2.00,6.09,-148.37,211.82,-22.96,15.43,-41.73,0.0223,0.0170
35984,2.01,5.96,-148.37,209.84,-24.83,15.14,-40.86,0.0087,0.0170
36001,2.02,5.95,-148.39,209.84,-23.80,14.53,-40.20,-0.0049,0.0170
36018,2.02,5.95,-148.41,208.02,-25.48,14.28,-41.03,-0.0039,0.0170
36035,2.01,5.94,-148.41,211.33,-23.64,15.40,-40.06,-0.0007,0.0170
36052,2.00,5.90,-148.41,211.35,-23.64,15.40,-40.06,0.0028,0.0170
36069,2.00,5.72,-148.40,210.64,-24.30,15.27,-40.25,0.0119,0.0170
36086,2.01,5.48,-148.41,209.45,-23.50,13.95,-40.59,-0.0017,0.0170
36103,2.03,5.24,-148.40,213.45,-23.48,16.42,-39.93,0.0007,0.0170
36120,2.03,5.02,-148.40,212.71,-23.04,15.55,-40.60,0.0007,0.0170
36137,2.04,4.80,-148.38,212.85,-23.04,15.55,-40.60,0.0068,0.0170
36154,2.03,4.71,-148.38,214.34,-22.49,16.11,-39.71,-0.0121,0.0170
36171,2.01,4.66,-148.38,212.40,-23.34,15.41,-40.33,-0.0033,0.0170
36188,2.01,4.61,-148.37,214.71,-22.61,16.39,-39.15,-0.0012,0.0170
36205,2.02,4.53,-148.35,212.18,-23.40,15.23,-39.18,0.0143,0.0170
36222,2.01,4.39,-148.32,213.63,-24.30,16.72,-39.99,0.0247,0.0170
36239,2.01,4.24,-148.28,213.73,-24.30,16.72,-39.99,0.0302,0.0170
36256,2.04,4.16,-148.26,212.40,-23.72,15.43,-41.07,0.0116,0.0170
36273,2.04,4.12,-148.24,216.18,-22.20,16.84,-39.99,0.0036,0.0170
36290,2.04,4.07,-148.22,214.41,-23.72,16.69,-38.81,0.0028,0.0170
36307,2.04,4.02,-148.22,212.57,-22.70,14.82,-40.56,-0.0023,0.0170
36324,2.06,3.97,-148.21,214.22,-24.69,17.18,-40.75,0.0012,0.0170
36341,2.07,3.91,-148.19,214.27,-24.69,17.18,-40.75,0.0039,0.0170
36358,2.08,3.84,-148.17,213.42,-23.59,15.82,-39.35,0.0081,0.0170
36375,2.09,3.76,-148.15,214.12,-24.53,16.89,-40.87,0.0087,0.0170
36392,2.11,3.67,-148.13,216.59,-22.97,17.43,-39.49,-0.0036,0.0170
36409,2.13,3.60,-148.12,215.43,-24.37,17.57,-38.73,-0.0052,0.0170
36426,2.18,3.52,-148.12,213.15,-23.70,15.52,-38.78,-0.0041,0.0170
36443,2.20,3.42,-148.12,213.24,-23.70,15.52,-38.78,-0.0039,0.0170
36460,2.20,3.30,-148.11,214.30,-23.67,16.14,-40.37,-0.0023,0.0170
36477,2.21,3.21,-148.09,215.25,-25.52,18.03,-38.82,0.0025,0.0170
36494,2.20,3.07,-148.03,217.91,-23.78,18.60,-39.28,0.0313,0.0170
36511,2.23,2.93,-147.97,217.65,-24.49,18.87,-37.90,0.0332,0.0170
36528,2.25,2.85,-147.94,214.60,-24.80,16.88,-40.18,0.0148,0.0170
36545,2.26,2.81,-147.93,214.63,-24.80,16.88,-40.18,-0.0020,0.0170
36562,2.28,2.80,-147.91,216.13,-24.29,17.55,-37.72,-0.0017,0.0170
36579,2.30,2.80,-147.88,217.30,-24.44,18.47,-39.47,0.0012,0.0170
36596,2.34,2.72,-147.87,214.40,-24.42,16.38,-37.56,-0.0036,0.0170
36613,2.38,2.62,-147.87,215.68,-23.54,16.54,-38.65,-0.0103,0.0170
36630,2.40,2.54,-147.86,215.96,-24.37,17.28,-38.72,-0.0084,0.0170
36647,2.39,2.51,-147.82,218.90,-23.34,18.56,-37.82,-0.0015,0.0170
36664,2.40,2.45,-147.80,217.35,-24.89,18.61,-38.93,-0.0047,0.0170
36681,2.39,2.37,-147.79,217.44,-24.29,18.18,-39.60,-0.0159,0.0170
36698,2.38,2.29,-147.77,218.24,-23.95,18.46,-39.43,-0.0137,0.0170
36715,2.36,2.24,-147.76,216.18,-24.52,17.43,-38.59,-0.0036,0.0170
36732,2.35,2.15,-147.74,216.23,-24.52,17.43,-38.59,0.0004,0.0170
36749,2.33,2.05,-147.71,219.15,-23.79,18.89,-39.29,-0.0084,0.0170
36766,2.31,1.94,-147.68,220.24,-23.72,19.60,-38.30,-0.0100,0.0170
36783,2.29,1.82,-147.67,219.61,-23.34,18.75,-39.83,-0.0313,0.0170
36800,2.24,1.68,-147.67,219.48,-25.32,20.24,-40.00,-0.0326,0.0170
36817,2.21,1.59,-147.65,219.49,-24.56,19.62,-38.64,-0.0167,0.0170
36834,2.13,1.56,-147.62,219.44,-24.56,19.62,-38.64,0.0001,0.0170
36851,2.11,1.56,-147.59,216.37,-24.34,17.27,-38.43,0.0007,0.0170
36868,2.10,1.54,-147.57,217.68,-24.69,18.45,-38.48,-0.0009,0.0170
36885,2.07,1.53,-147.55,218.06,-24.93,18.91,-39.37,-0.0052,0.0170
36902,2.05,1.53,-147.51,218.79,-22.90,17.84,-38.49,0.0015,0.0170
36919,2.06,1.51,-147.48,219.06,-24.67,19.46,-38.07,-0.0020,0.0170
36936,2.07,1.51,-147.45,219.08,-24.67,19.46,-38.07,-0.0033,0.0170
36953,2.06,1.51,-147.41,218.99,-23.80,18.71,-37.42,0.0087,0.0170
36970,2.06,1.52,-147.36,220.24,-22.74,18.71,-38.35,0.0175,0.0170
36987,2.06,1.51,-147.32,216.66,-24.91,17.89,-39.35,0.0143,0.0170
37004,2.07,1.50,-147.28,219.04,-24.57,19.33,-38.92,0.0129,0.0170
37021,2.09,1.48,-147.24,218.32,-23.36,17.84,-38.23,0.0089,0.0170
37038,2.13,1.45,-147.20,218.37,-23.36,17.84,-38.23,0.0169,0.0170
37055,2.14,1.44,-147.16,220.06,-23.53,19.15,-37.99,-0.0017,0.0170
37072,2.15,1.43,-147.14,217.50,-24.23,17.87,-38.87,0.0044,0.0170
37089,2.16,1.42,-147.10,220.07,-23.76,19.32,-38.87,0.0033,0.0170
37106,2.15,1.41,-147.06,218.53,-24.48,18.77,-39.91,0.0057,0.0170
37123,2.15,1.40,-147.03,218.54,-24.48,18.77,-39.91,0.0023,0.0170
37140,2.16,1.39,-147.00,217.21,-24.76,18.03,-39.48,0.0071,0.0170
37157,2.15,1.39,-146.99,216.66,-23.26,16.55,-39.20,-0.0020,0.0170
37174,2.16,1.39,-146.96,219.41,-23.34,18.46,-39.82,-0.0028,0.0170
37191,2.15,1.39,-146.94,217.23,-24.92,18.18,-39.35,0.0001,0.0170
37208,2.14,1.40,-146.89,219.49,-23.73,18.88,-38.57,0.0164,0.0170
37225,2.05,1.42,-146.80,219.39,-23.73,18.88,-38.57,0.0649,0.0170
37242,2.15,1.33,-146.76,219.51,-22.23,17.58,-40.30,0.0081,0.0170
37259,2.15,1.33,-146.72,219.43,-22.96,18.15,-39.21,-0.0001,0.0170
37276,2.14,1.33,-146.70,218.14,-23.87,18.00,-38.42,0.0036,0.0170
37293,2.13,1.34,-146.67,219.40,-22.96,18.15,-39.21,-0.0004,0.0170
37310,2.15,1.33,-146.65,216.72,-25.25,18.04,-39.52,-0.0049,0.0170
37327,2.15,1.33,-146.64,216.73,-25.25,18.04,-39.52,-0.0020,0.0170
37344,2.14,1.34,-146.61,219.15,-23.88,18.73,-38.43,-0.0012,0.0170
37361,2.14,1.34,-146.60,217.61,-24.59,18.17,-39.33,-0.0052,0.0170
37378,2.14,1.35,-146.57,219.48,-23.63,18.75,-39.42,-0.0009,0.0170
37395,2.14,1.36,-146.54,219.39,-22.57,17.84,-38.46,-0.0023,0.0170
37412,2.14,1.37,-146.51,219.37,-22.57,17.84,-38.46,-0.0033,0.0170
37429,2.14,1.35,-146.47,219.39,-22.57,17.84,-38.46,0.0087,0.0170
37446,2.14,1.35,-146.46,217.08,-23.82,17.26,-37.97,-0.0044,0.0170
37463,2.14,1.35,-146.44,216.94,-24.43,17.59,-39.45,0.0020,0.0170
37480,2.15,1.35,-146.41,219.89,-23.43,18.88,-38.83,-0.0017,0.0170
37497,2.15,1.35,-146.38,219.14,-23.70,18.58,-38.27,0.0033,0.0170
37514,2.14,1.36,-146.36,219.12,-23.70,18.58,-38.27,-0.0017,0.0170
37531,2.14,1.37,-146.34,219.11,-23.70,18.58,-38.27,-0.0100,0.0170
37548,2.14,1.36,-146.32,217.97,-24.15,18.14,-37.86,-0.0015,0.0170
37565,2.13,1.37,-146.29,219.07,-23.78,18.60,-39.28,-0.0015,0.0170
37582,2.13,1.36,-146.26,218.21,-24.77,18.76,-39.50,0.0047,0.0170
37599,2.14,1.35,-146.23,220.48,-23.41,19.31,-38.56,0.0031,0.0170
