time_ms,roll_deg,pitch_deg,yaw_deg,magYaw_deg,mx,my,mz,gz,dt
27008,1.47,-2.92,-128.71,226.62,-24.55,22.97,-38.00,0.0236,0.0170
27025,1.48,-2.68,-128.75,224.09,-24.29,20.90,-37.08,0.0039,0.0170
27042,1.50,-2.47,-128.77,223.93,-24.29,20.90,-37.08,0.0148,0.0170
27059,1.51,-2.24,-128.80,223.99,-23.83,20.61,-37.47,0.0023,0.0170
27076,1.54,-2.03,-128.82,225.99,-24.25,22.68,-38.40,0.0039,0.0170
27093,1.57,-1.83,-128.84,224.48,-23.51,20.89,-37.45,0.0135,0.0170
27110,1.62,-1.63,-128.86,225.71,-24.16,22.65,-37.25,0.0135,0.0170
27127,1.65,-1.41,-128.88,225.80,-22.60,21.19,-38.25,0.0020,0.0170
27144,1.68,-1.22,-128.91,225.66,-22.60,21.19,-38.25,-0.0039,0.0170
27161,1.72,-1.04,-128.96,223.53,-24.20,21.21,-37.94,-0.0057,0.0170
27178,1.77,-0.92,-128.99,223.52,-23.47,20.59,-37.01,0.0092,0.0170
27195,1.79,-0.79,-129.02,223.25,-23.13,20.15,-36.98,0.0084,0.0170
27212,1.79,-0.68,-129.06,222.36,-24.52,20.77,-37.95,0.0039,0.0170
27229,1.80,-0.59,-129.11,220.65,-25.83,20.65,-38.18,-0.0012,0.0170
27246,1.81,-0.48,-129.14,220.57,-25.83,20.65,-38.18,0.0241,0.0170
27263,1.80,-0.35,-129.17,220.79,-24.65,19.89,-37.80,0.0140,0.0170
27280,1.79,-0.25,-129.21,218.36,-23.80,17.54,-37.68,0.0223,0.0170
27297,1.79,-0.13,-129.23,221.92,-23.87,20.18,-38.03,0.0294,0.0170
27314,1.80,-0.03,-129.26,220.93,-24.42,20.02,-36.92,0.0244,0.0170
27331,1.82,0.01,-129.28,221.86,-24.52,20.77,-37.95,0.0257,0.0170
27348,1.85,0.03,-129.29,221.86,-24.52,20.77,-37.95,0.0302,0.0170
27365,1.85,0.03,-129.34,222.81,-22.93,20.04,-38.54,-0.0135,0.0170
27382,1.85,0.03,-129.39,221.83,-23.96,20.21,-39.19,-0.0060,0.0170
27399,1.84,0.04,-129.44,222.21,-23.42,20.04,-38.57,-0.0055,0.0170
27416,1.85,0.05,-129.49,221.50,-25.67,21.52,-38.05,-0.0017,0.0170
27433,1.84,0.05,-129.53,221.49,-25.67,21.52,-38.05,-0.0017,0.0170
27450,1.84,0.06,-129.58,220.29,-24.17,19.31,-37.89,0.0012,0.0170
27467,1.85,0.06,-129.63,221.43,-23.92,19.91,-38.75,0.0015,0.0170
27484,1.86,0.07,-129.68,219.56,-24.82,19.31,-37.94,0.0031,0.0170
27501,1.87,0.07,-129.73,219.89,-24.43,19.19,-39.20,0.0017,0.0170
27518,1.87,0.07,-129.77,221.80,-22.83,19.18,-39.37,0.0012,0.0170
27535,1.87,0.06,-129.81,221.80,-22.83,19.18,-39.37,0.0044,0.0170
27552,1.87,0.06,-129.84,222.22,-23.25,19.89,-38.41,0.0044,0.0170
27569,1.87,0.06,-129.88,221.80,-24.04,20.23,-40.20,0.0028,0.0170
27586,1.89,0.07,-129.92,220.87,-23.91,19.47,-38.74,0.0041,0.0170
27603,1.89,0.07,-129.96,222.66,-22.37,19.42,-37.62,0.0031,0.0170
27620,1.91,0.09,-130.00,221.61,-22.71,18.89,-39.93,-0.0009,0.0170
27637,1.92,0.10,-130.05,221.83,-23.98,20.22,-39.48,-0.0039,0.0170
27654,1.95,0.12,-130.09,221.65,-23.47,19.62,-39.28,-0.0057,0.0170
27671,1.97,0.14,-130.14,220.88,-23.58,19.17,-38.71,0.0015,0.0170
27688,2.02,0.16,-130.17,221.28,-23.47,19.33,-39.28,0.0095,0.0170
27705,2.05,0.18,-130.22,220.86,-22.85,18.46,-39.79,-0.0004,0.0170
27722,2.06,0.20,-130.26,220.85,-22.85,18.46,-39.79,-0.0001,0.0170
27739,2.06,0.20,-130.30,223.27,-22.73,20.17,-37.95,-0.0020,0.0170
27756,2.07,0.23,-130.34,221.26,-23.68,19.49,-39.87,-0.0015,0.0170
27773,2.06,0.24,-130.39,219.94,-24.43,19.19,-39.20,0.0017,0.0170
27790,2.07,0.26,-130.42,222.77,-23.99,20.95,-39.49,-0.0047,0.0170
27807,2.07,0.27,-130.47,220.26,-23.79,18.89,-39.29,-0.0028,0.0170
27824,2.02,0.28,-130.52,220.20,-23.79,18.89,-39.29,-0.0033,0.0170
27841,2.01,0.30,-130.56,221.77,-22.92,19.30,-38.52,0.0063,0.0170
27858,2.02,0.34,-130.60,219.34,-25.39,19.64,-38.99,0.0028,0.0170
27875,2.00,0.34,-130.65,221.68,-22.86,19.19,-39.80,-0.0052,0.0170
27892,1.99,0.35,-130.68,223.57,-23.79,21.52,-38.92,-0.0017,0.0170
27909,2.00,0.36,-130.72,220.74,-23.56,19.16,-38.42,-0.0001,0.0170
27926,2.01,0.36,-130.77,220.75,-23.56,19.16,-38.42,-0.0015,0.0170
27943,2.03,0.38,-130.81,221.12,-22.86,18.85,-37.79,-0.0017,0.0170
27960,2.03,0.39,-130.85,220.12,-23.61,18.74,-39.13,-0.0009,0.0170
27977,2.03,0.44,-130.90,221.47,-23.42,19.60,-38.56,-0.0052,0.0170
27994,2.04,0.45,-130.94,220.71,-23.53,19.15,-37.99,0.0015,0.0170
28011,2.04,0.54,-130.99,220.72,-24.45,20.02,-37.21,-0.0065,0.0170
28028,2.02,0.57,-131.03,220.68,-24.45,20.02,-37.21,-0.0036,0.0170
28045,2.01,0.62,-131.05,225.26,-21.60,20.88,-37.89,0.0012,0.0170
28062,1.97,0.69,-131.09,220.47,-23.53,19.15,-37.99,0.0015,0.0170
28079,1.91,0.75,-131.14,220.40,-24.77,20.22,-39.24,-0.0100,0.0170
28096,1.79,0.85,-131.17,223.05,-22.64,20.48,-38.81,0.0049,0.0170
28113,1.69,0.95,-131.20,221.40,-23.52,20.17,-37.72,0.0036,0.0170
28130,1.60,1.04,-131.25,218.09,-23.53,17.89,-40.25,0.0057,0.0170
28147,1.50,1.13,-131.27,221.36,-22.68,19.62,-39.51,0.0153,0.0170
28164,1.46,1.16,-131.30,221.41,-22.52,19.57,-37.49,0.0087,0.0170
28181,1.43,1.18,-131.33,220.94,-22.39,19.14,-37.91,0.0023,0.0170
28198,1.43,1.18,-131.38,218.49,-24.08,18.79,-40.88,0.0031,0.0170
28215,1.41,1.19,-131.44,218.47,-24.08,18.79,-40.88,-0.0033,0.0170
28232,1.41,1.19,-131.48,219.89,-22.92,18.87,-38.51,-0.0015,0.0170
28249,1.42,1.19,-131.52,222.24,-23.32,20.93,-39.16,-0.0052,0.0170
28266,1.43,1.18,-131.57,218.80,-25.16,19.91,-38.12,-0.0028,0.0170
28283,1.41,1.17,-131.62,219.82,-22.85,18.75,-39.79,-0.0041,0.0170
28300,1.33,1.17,-131.65,221.44,-22.76,19.88,-38.38,0.0015,0.0170
28317,1.31,1.17,-131.68,220.79,-22.62,19.31,-38.79,0.0031,0.0170
28334,1.31,1.17,-131.73,218.67,-22.84,18.02,-39.78,-0.0031,0.0170
28351,1.25,1.20,-131.76,223.10,-22.12,20.61,-38.35,-0.0004,0.0170
28368,1.26,1.20,-131.80,220.31,-22.80,19.17,-39.08,0.0001,0.0170
28385,1.28,1.21,-131.85,219.45,-23.71,19.31,-38.29,-0.0031,0.0170
28402,1.30,1.20,-131.89,219.47,-23.71,19.31,-38.29,0.0028,0.0170
28419,1.32,1.21,-131.93,220.10,-21.76,18.12,-38.41,-0.0055,0.0170
28436,1.30,1.21,-131.98,219.08,-24.85,19.95,-40.25,-0.0049,0.0170
28453,1.31,1.21,-132.04,217.73,-23.41,17.86,-38.81,-0.0089,0.0170
28470,1.32,1.21,-132.08,219.23,-24.37,19.66,-40.35,0.0031,0.0170
28487,1.32,1.21,-132.13,219.17,-23.48,18.90,-39.55,0.0001,0.0170
28504,1.32,1.21,-132.17,219.17,-23.48,18.90,-39.55,-0.0015,0.0170
28521,1.32,1.20,-132.22,218.78,-23.45,18.59,-39.11,0.0004,0.0170
28538,1.31,1.20,-132.26,218.13,-24.82,19.21,-39.94,0.0007,0.0170
28555,1.31,1.19,-132.31,217.91,-24.21,18.59,-38.60,0.0001,0.0170
28572,1.31,1.19,-132.36,219.02,-24.00,19.20,-39.88,-0.0007,0.0170
28589,1.31,1.19,-132.40,218.67,-25.40,20.08,-39.00,-0.0017,0.0170
28606,1.31,1.19,-132.45,218.68,-25.40,20.08,-39.00,-0.0004,0.0170
28623,1.31,1.18,-132.49,219.71,-22.67,18.59,-39.49,-0.0015,0.0170
28640,1.31,1.18,-132.53,219.40,-22.89,18.57,-38.21,-0.0031,0.0170
28657,1.32,1.19,-132.56,221.73,-21.86,19.31,-39.45,-0.0007,0.0170
28674,1.31,1.19,-132.60,219.37,-22.73,18.42,-38.34,-0.0012,0.0170
28691,1.31,1.19,-132.65,218.83,-23.79,18.89,-39.29,-0.0007,0.0170
28708,1.31,1.20,-132.70,218.82,-23.79,18.89,-39.29,-0.0047,0.0170
28725,1.31,1.19,-132.74,218.69,-22.79,18.00,-39.06,0.0001,0.0170
28742,1.31,1.19,-132.78,217.83,-23.72,18.15,-38.55,0.0012,0.0170
28759,1.32,1.20,-132.83,218.28,-24.30,18.91,-39.61,-0.0007,0.0170
28776,1.32,1.19,-132.87,218.72,-22.96,18.15,-39.21,0.0001,0.0170
28793,1.33,1.20,-132.91,220.08,-22.20,18.45,-39.74,-0.0025,0.0170
28810,1.33,1.20,-132.94,222.14,-22.34,20.04,-39.21,-0.0015,0.0170
28827,1.33,1.20,-132.97,220.35,-22.83,19.18,-39.37,-0.0009,0.0170
28844,1.33,1.20,-133.00,220.76,-22.48,19.16,-39.06,-0.0017,0.0170
28861,1.33,1.20,-133.04,220.44,-23.81,20.06,-39.32,-0.0012,0.0170
28878,1.40,1.20,-133.07,221.18,-21.35,18.42,-39.25,-0.0052,0.0170
28895,1.51,1.21,-133.10,221.28,-21.35,18.42,-39.25,-0.0015,0.0170
28912,1.60,1.21,-133.14,220.01,-23.00,18.89,-39.52,-0.0039,0.0170
28929,1.64,1.20,-133.19,217.84,-24.60,18.61,-39.34,-0.0052,0.0170
28946,1.73,1.21,-133.23,218.23,-24.35,18.63,-40.33,-0.0033,0.0170
28963,1.88,1.22,-133.28,220.36,-21.34,17.55,-39.23,-0.0121,0.0170
28980,1.79,1.18,-133.32,218.30,-23.69,18.14,-38.26,-0.0017,0.0170
28997,1.80,1.19,-133.37,218.31,-23.69,18.14,-38.26,-0.0017,0.0170
29014,1.84,1.19,-133.41,219.25,-22.93,18.14,-38.78,-0.0092,0.0170
29031,1.86,1.19,-133.46,217.25,-23.59,17.28,-39.10,0.0012,0.0170
29048,1.87,1.19,-133.51,216.83,-24.31,17.56,-38.01,-0.0020,0.0170
29065,1.86,1.19,-133.54,221.31,-22.75,19.44,-38.37,-0.0055,0.0170
29082,1.86,1.20,-133.58,218.09,-24.95,18.92,-39.66,-0.0012,0.0170
29099,1.87,1.20,-133.62,218.10,-24.95,18.92,-39.66,0.0025,0.0170
29116,1.87,1.20,-133.65,219.45,-24.40,19.47,-38.77,0.0012,0.0170
29133,1.88,1.20,-133.69,220.39,-22.80,18.83,-37.07,-0.0071,0.0170
29150,1.88,1.20,-133.73,218.45,-24.42,18.75,-39.19,-0.0007,0.0170
29167,1.89,1.20,-133.76,220.80,-23.36,19.59,-37.84,0.0001,0.0170
29184,1.90,1.19,-133.78,220.99,-23.75,20.05,-38.60,0.0028,0.0170
29201,1.91,1.20,-133.82,219.55,-24.47,19.60,-37.63,-0.0028,0.0170
29218,1.92,1.20,-133.85,220.07,-23.83,19.44,-37.73,0.0017,0.0170
29235,1.92,1.21,-133.88,219.73,-22.34,17.96,-37.59,-0.0039,0.0170
29252,1.93,1.21,-133.91,220.38,-23.26,19.17,-38.68,-0.0031,0.0170
29269,1.94,1.22,-133.95,220.09,-24.59,20.06,-38.94,-0.0039,0.0170
29286,1.95,1.21,-133.98,220.10,-24.59,20.06,-38.94,0.0007,0.0170
29303,1.97,1.20,-134.01,219.08,-23.70,18.58,-38.27,0.0039,0.0170
29320,1.98,1.21,-134.04,220.03,-23.82,19.34,-39.59,-0.0001,0.0170
29337,1.98,1.21,-134.06,221.35,-22.50,19.17,-39.35,-0.0028,0.0170
29354,1.98,1.21,-134.09,220.53,-24.18,20.04,-37.91,-0.0031,0.0170
29371,1.99,1.21,-134.12,220.02,-22.89,18.57,-38.21,-0.0007,0.0170
29388,1.99,1.21,-134.16,220.03,-22.89,18.57,-38.21,-0.0023,0.0170
29405,1.99,1.21,-134.19,217.97,-25.46,19.17,-37.84,0.0020,0.0170
29422,1.99,1.22,-134.23,217.78,-24.77,18.47,-39.49,-0.0007,0.0170
29439,1.99,1.23,-134.26,220.40,-22.74,18.71,-38.35,-0.0025,0.0170
29456,1.99,1.23,-134.30,218.55,-24.39,18.74,-38.76,0.0001,0.0170
29473,1.99,1.22,-134.33,219.44,-23.40,18.58,-38.54,-0.0004,0.0170
29490,1.99,1.23,-134.37,219.43,-23.40,18.58,-38.54,-0.0057,0.0170
29507,2.00,1.23,-134.40,219.03,-23.84,18.62,-40.00,-0.0004,0.0170
29524,2.01,1.23,-134.43,218.98,-22.90,17.84,-38.49,0.0015,0.0170
29541,2.01,1.23,-134.46,221.42,-23.45,20.05,-38.86,-0.0028,0.0170
29558,2.01,1.22,-134.49,219.26,-25.22,19.92,-38.84,-0.0017,0.0170
29575,2.02,1.22,-134.52,218.97,-24.19,18.88,-38.31,-0.0033,0.0170
29592,2.04,1.23,-134.56,218.98,-24.19,18.88,-38.31,0.0007,0.0170
29609,2.03,1.23,-134.58,220.03,-22.91,18.57,-38.50,-0.0012,0.0170
29626,2.03,1.24,-134.62,219.12,-23.88,18.73,-38.43,-0.0004,0.0170
29643,2.03,1.24,-134.65,218.07,-23.69,17.85,-38.26,-0.0012,0.0170
29660,2.03,1.25,-134.69,217.04,-23.88,17.27,-38.69,0.0017,0.0170
29677,2.04,1.25,-134.71,221.87,-23.17,20.16,-37.41,-0.0004,0.0170
29694,2.05,1.25,-134.75,217.94,-24.23,18.16,-38.87,-0.0036,0.0170
29711,2.06,1.25,-134.79,217.60,-24.32,18.00,-38.02,0.0012,0.0170
29728,2.07,1.25,-134.82,219.97,-24.23,19.61,-38.62,-0.0041,0.0170
29745,2.07,1.25,-134.84,221.13,-23.84,20.17,-37.74,-0.0023,0.0170
29762,2.08,1.25,-134.88,217.41,-25.27,18.58,-37.67,0.0052,0.0170
29779,2.08,1.25,-134.92,217.41,-25.27,18.58,-37.67,-0.0015,0.0170
29796,2.10,1.25,-134.95,219.13,-23.57,18.44,-38.69,-0.0004,0.0170
29813,2.10,1.25,-134.97,221.53,-23.19,19.87,-37.69,-0.0039,0.0170
29830,2.12,1.25,-135.00,218.61,-24.53,18.78,-40.49,-0.0004,0.0170
29847,2.18,1.25,-135.03,219.29,-24.43,19.19,-39.20,0.0004,0.0170
29864,2.19,1.23,-135.05,219.60,-23.25,18.43,-38.67,0.0004,0.0170
29881,2.19,1.23,-135.08,219.60,-23.25,18.43,-38.67,-0.0041,0.0170
29898,2.20,1.24,-135.11,220.57,-23.91,19.66,-40.75,-0.0031,0.0170
29915,2.22,1.23,-135.15,217.98,-24.80,18.48,-39.93,-0.0039,0.0170
29932,2.22,1.22,-135.18,220.60,-22.41,18.42,-38.32,-0.0076,0.0170
29949,2.23,1.21,-135.21,217.76,-24.12,17.84,-37.57,-0.0036,0.0170
29966,2.27,1.22,-135.25,218.36,-23.81,17.98,-37.69,-0.0055,0.0170
29983,2.32,1.22,-135.28,218.41,-23.81,17.98,-37.69,-0.0004,0.0170
30000,2.30,1.23,-135.28,222.07,-22.27,19.29,-38.47,0.0137,0.0170
30017,2.30,1.23,-135.30,220.34,-23.76,19.32,-38.87,0.0017,0.0170
30034,2.29,1.23,-135.34,218.49,-24.63,18.72,-37.77,-0.0023,0.0170
30051,2.29,1.23,-135.36,218.94,-23.95,18.46,-39.43,0.0025,0.0170
30068,2.29,1.25,-135.39,219.21,-22.96,17.86,-39.21,-0.0007,0.0170
30085,2.29,1.26,-135.42,219.21,-22.96,17.86,-39.21,0.0033,0.0170
30102,2.29,1.27,-135.45,218.31,-23.92,18.02,-39.14,-0.0028,0.0170
30119,2.29,1.27,-135.47,220.69,-23.20,19.15,-37.96,0.0012,0.0170
30136,2.29,1.27,-135.49,219.32,-23.70,18.58,-38.27,0.0044,0.0170
30153,2.29,1.28,-135.51,218.39,-24.39,18.45,-38.75,0.0065,0.0170
30170,2.28,1.28,-135.54,218.80,-24.33,18.73,-38.03,0.0031,0.0170
30187,2.28,1.28,-135.55,221.80,-23.97,20.65,-39.20,0.0001,0.0170
30204,2.27,1.28,-135.59,217.38,-24.53,17.87,-38.60,-0.0047,0.0170
30221,2.26,1.28,-135.61,220.84,-23.98,19.92,-39.47,-0.0004,0.0170
30238,2.27,1.28,-135.63,218.96,-23.74,18.40,-36.69,0.0031,0.0170
30255,2.28,1.28,-135.66,220.33,-24.41,19.91,-38.78,-0.0033,0.0170
30272,2.28,1.28,-135.68,220.34,-24.41,19.91,-38.78,0.0007,0.0170
30289,2.29,1.28,-135.71,218.29,-23.95,18.02,-39.42,0.0015,0.0170
30306,2.30,1.27,-135.72,221.63,-22.95,19.60,-38.82,-0.0012,0.0170
30323,2.30,1.28,-135.74,219.79,-24.38,19.47,-38.48,-0.0001,0.0170
30340,2.31,1.28,-135.77,217.29,-23.86,17.27,-38.40,0.0033,0.0170
30357,2.32,1.28,-135.80,219.01,-23.70,18.39,-36.26,0.0004,0.0170
30374,2.32,1.28,-135.83,219.01,-23.70,18.39,-36.26,0.0004,0.0170
30391,2.31,1.29,-135.85,219.32,-23.51,18.42,-37.97,-0.0023,0.0170
30408,2.31,1.29,-135.88,218.33,-23.83,17.99,-37.98,0.0012,0.0170
30425,2.30,1.29,-135.89,221.61,-23.30,19.91,-39.13,0.0015,0.0170
30442,2.29,1.29,-135.92,219.05,-24.85,19.32,-38.37,-0.0015,0.0170
30459,2.29,1.28,-135.94,220.13,-24.25,19.62,-38.91,-0.0047,0.0170
30476,2.28,1.28,-135.96,220.12,-24.25,19.62,-38.91,0.0007,0.0170
30493,2.30,1.29,-135.97,222.21,-23.43,20.48,-38.58,0.0052,0.0170
30510,2.46,1.25,-135.98,217.84,-23.71,17.41,-38.53,0.0145,0.0170
30527,2.45,1.24,-135.98,222.77,-23.53,20.90,-37.74,0.0119,0.0170
30544,2.47,1.23,-136.00,219.91,-23.73,18.88,-38.57,-0.0033,0.0170
30561,2.46,1.23,-136.02,220.27,-23.40,18.87,-38.54,-0.0025,0.0170
30578,2.46,1.23,-136.04,220.27,-23.40,18.87,-38.54,-0.0001,0.0170
30595,2.44,1.23,-136.07,217.95,-24.36,18.01,-38.45,-0.0015,0.0170
30612,2.42,1.24,-136.09,219.82,-23.22,18.43,-38.38,-0.0004,0.0170
30629,2.41,1.25,-136.11,220.26,-24.29,19.63,-39.34,0.0049,0.0170
30646,2.40,1.25,-136.13,219.32,-24.14,18.86,-37.59,0.0015,0.0170
30663,2.39,1.26,-136.16,217.05,-25.40,18.19,-39.39,-0.0001,0.0170
30680,2.38,1.25,-136.18,220.41,-23.71,19.31,-38.29,-0.0020,0.0170
30697,2.38,1.25,-136.21,218.89,-24.39,18.74,-38.76,-0.0004,0.0170
30714,2.37,1.25,-136.22,220.16,-23.23,18.72,-38.39,-0.0004,0.0170
30731,2.36,1.24,-136.25,219.84,-24.25,19.33,-38.90,-0.0041,0.0170
30748,2.35,1.24,-136.28,218.48,-24.60,18.61,-39.34,-0.0012,0.0170
30765,2.36,1.23,-136.30,218.49,-24.60,18.61,-39.34,-0.0015,0.0170
30782,2.37,1.24,-136.33,218.91,-24.57,18.90,-38.91,0.0001,0.0170
30799,2.39,1.23,-136.35,218.52,-24.62,18.62,-39.63,0.0001,0.0170
30816,2.38,1.23,-136.37,221.73,-22.44,19.15,-38.63,-0.0036,0.0170
30833,2.36,1.25,-136.39,217.76,-23.94,17.58,-39.41,0.0060,0.0170
30850,2.35,1.25,-136.40,220.95,-23.95,19.92,-39.18,0.0015,0.0170
30867,2.35,1.25,-136.41,220.95,-23.95,19.92,-39.18,-0.0001,0.0170
30884,2.34,1.24,-136.44,219.82,-24.25,19.33,-38.90,-0.0033,0.0170
30901,2.34,1.24,-136.44,222.65,-22.49,19.90,-39.08,-0.0009,0.0170
30918,2.34,1.24,-136.46,220.24,-24.17,19.60,-37.90,-0.0015,0.0170
30935,2.32,1.23,-136.48,220.17,-23.35,18.86,-37.82,0.0012,0.0170
30952,2.32,1.23,-136.49,220.39,-23.86,19.45,-38.02,-0.0012,0.0170
30969,2.31,1.23,-136.51,220.38,-23.86,19.45,-38.02,-0.0020,0.0170
30986,2.30,1.24,-136.52,221.24,-22.83,19.18,-39.37,0.0017,0.0170
31003,2.30,1.24,-136.53,221.64,-22.65,19.32,-39.22,0.0004,0.0170
31020,2.30,1.24,-136.56,218.42,-24.39,18.45,-38.75,-0.0033,0.0170
31037,2.31,1.25,-136.58,219.50,-24.80,19.60,-37.66,-0.0044,0.0170
31054,2.33,1.26,-136.61,218.09,-23.59,17.57,-39.10,0.0009,0.0170
31071,2.33,1.26,-136.64,218.09,-23.59,17.57,-39.10,-0.0020,0.0170
31088,2.29,1.26,-136.66,217.93,-25.20,18.75,-38.81,-0.0012,0.0170
31105,2.25,1.25,-136.68,219.76,-24.61,19.64,-39.36,-0.0009,0.0170
31122,2.27,1.24,-136.69,221.83,-23.78,20.49,-38.89,-0.0015,0.0170
31139,2.27,1.25,-136.72,218.40,-23.27,17.57,-39.08,-0.0036,0.0170
31156,2.26,1.25,-136.73,219.68,-23.81,18.90,-39.58,0.0055,0.0170
31173,2.26,1.25,-136.75,219.69,-23.55,18.73,-38.41,0.0017,0.0170
31190,2.25,1.25,-136.77,218.90,-23.90,18.44,-38.71,-0.0012,0.0170
31207,2.17,1.24,-136.80,216.21,-26.02,18.18,-39.00,0.0033,0.0170
31224,2.18,1.24,-136.83,217.88,-25.10,18.72,-37.52,-0.0007,0.0170
31241,2.19,1.24,-136.84,220.69,-24.36,20.19,-38.07,0.0009,0.0170
31258,2.18,1.23,-136.85,220.69,-24.36,20.19,-38.07,0.0020,0.0170
31275,2.17,1.23,-136.85,222.51,-23.28,20.63,-38.72,0.0012,0.0170
31292,2.18,1.25,-136.88,218.30,-24.65,18.63,-40.06,-0.0020,0.0170
31309,2.19,1.24,-136.90,219.00,-24.85,19.32,-38.37,-0.0004,0.0170
31326,2.20,1.25,-136.93,217.32,-24.59,17.88,-39.32,-0.0012,0.0170
31343,2.21,1.25,-136.95,219.10,-24.24,18.89,-38.89,0.0001,0.0170
31360,2.21,1.24,-136.97,219.11,-24.24,18.89,-38.89,-0.0020,0.0170
31377,2.22,1.24,-137.00,218.63,-23.36,17.84,-38.23,-0.0039,0.0170
31394,2.22,1.24,-137.01,221.18,-23.71,19.94,-40.17,0.0020,0.0170
31411,2.23,1.24,-137.01,220.89,-23.84,19.88,-37.74,0.0017,0.0170
31428,2.23,1.24,-137.04,218.89,-23.90,18.44,-38.71,-0.0007,0.0170
31445,2.24,1.23,-137.05,219.73,-24.28,19.34,-39.33,-0.0028,0.0170
31462,2.25,1.26,-137.08,219.71,-24.28,19.34,-39.33,-0.0084,0.0170
31479,2.22,1.26,-137.11,217.40,-24.62,17.99,-37.75,-0.0033,0.0170
31496,2.23,1.27,-137.13,220.17,-22.76,18.43,-38.63,-0.0036,0.0170
31513,2.22,1.28,-137.14,221.25,-24.36,20.63,-38.08,-0.0033,0.0170
31530,2.22,1.28,-137.15,220.32,-24.30,19.88,-37.48,-0.0001,0.0170
31547,2.21,1.27,-137.17,219.67,-24.28,19.34,-39.33,-0.0001,0.0170
31564,2.19,1.27,-137.19,219.16,-21.59,16.80,-38.51,-0.0007,0.0170
31581,2.17,1.27,-137.19,220.20,-23.74,19.32,-38.58,0.0087,0.0170
31598,2.18,1.28,-137.20,220.23,-23.48,19.14,-37.41,0.0009,0.0170
31615,2.23,1.24,-137.23,217.63,-23.94,17.58,-39.41,-0.0020,0.0170
31632,2.23,1.25,-137.26,217.77,-24.27,17.98,-37.44,-0.0068,0.0170
31649,2.23,1.24,-137.28,220.65,-23.59,19.46,-38.71,-0.0076,0.0170
31666,2.20,1.24,-137.28,222.56,-21.63,19.14,-38.57,0.0036,0.0170
31683,2.19,1.24,-137.29,218.99,-24.64,19.16,-37.78,0.0012,0.0170
31700,2.19,1.25,-137.31,218.71,-24.19,18.58,-38.31,-0.0001,0.0170
31717,2.20,1.24,-137.33,219.61,-23.85,18.91,-40.01,-0.0004,0.0170
31734,2.18,1.25,-137.36,218.59,-23.56,18.00,-38.68,-0.0095,0.0170
31751,2.19,1.29,-137.39,218.57,-23.56,18.00,-38.68,-0.0071,0.0170
31768,2.19,1.31,-137.40,219.62,-23.65,18.85,-37.56,-0.0023,0.0170
31785,2.18,1.31,-137.42,220.02,-24.23,19.61,-38.62,-0.0060,0.0170
31802,2.16,1.31,-137.44,221.07,-22.98,19.32,-39.24,-0.0060,0.0170
31819,2.16,1.33,-137.46,219.10,-23.63,18.46,-39.41,-0.0036,0.0170
31836,2.17,1.34,-137.47,220.12,-23.79,19.33,-39.30,0.0012,0.0170
31853,2.18,1.34,-137.47,220.13,-23.79,19.33,-39.30,0.0052,0.0170
31870,2.18,1.33,-137.50,218.58,-23.64,18.12,-37.54,-0.0007,0.0170
31887,2.17,1.32,-137.52,219.03,-24.19,18.88,-38.31,-0.0100,0.0170
31904,2.19,1.38,-137.52,221.47,-23.27,19.90,-38.70,0.0031,0.0170
31921,2.19,1.38,-137.54,218.84,-24.78,19.20,-39.51,0.0004,0.0170
31938,2.13,1.39,-137.56,218.77,-24.78,19.20,-39.51,0.0049,0.0170
31955,2.05,1.45,-137.56,218.66,-24.78,19.20,-39.51,0.0156,0.0170
31972,2.01,1.50,-137.55,221.16,-23.01,19.62,-39.54,0.0167,0.0170
31989,1.96,1.51,-137.56,218.86,-22.39,17.54,-38.30,0.0047,0.0170
32006,1.94,1.51,-137.59,217.86,-24.44,18.47,-39.47,-0.0047,0.0170
32023,1.90,1.53,-137.61,219.02,-22.98,18.16,-39.50,0.0004,0.0170
32040,1.91,1.53,-137.61,219.02,-22.98,18.16,-39.50,0.0129,0.0170
32057,2.01,1.58,-137.61,220.14,-22.94,18.87,-38.80,0.0140,0.0170
32074,2.03,1.64,-137.61,221.20,-24.19,20.77,-37.93,0.0084,0.0170
32091,2.01,1.65,-137.64,217.55,-22.97,17.13,-39.48,-0.0057,0.0170
32108,1.98,1.64,-137.64,222.60,-22.64,20.48,-38.81,0.0004,0.0170
32125,1.98,1.64,-137.66,217.95,-25.48,19.37,-40.14,-0.0031,0.0170
32142,1.99,1.65,-137.68,217.95,-25.48,19.37,-40.14,0.0020,0.0170
32159,2.00,1.66,-137.70,220.14,-23.74,19.61,-38.58,-0.0060,0.0170
32176,1.98,1.66,-137.71,219.13,-23.75,18.88,-38.86,-0.0007,0.0170
32193,1.96,1.65,-137.73,219.29,-24.00,19.20,-39.88,-0.0004,0.0170
32210,1.93,1.65,-137.75,218.17,-24.21,18.59,-38.60,0.0023,0.0170
32227,1.89,1.65,-137.76,219.04,-23.58,18.73,-38.70,0.0001,0.0170
32244,1.88,1.65,-137.79,217.35,-23.36,17.40,-38.22,-0.0023,0.0170
32261,1.90,1.69,-137.83,215.35,-25.43,17.57,-37.80,-0.0020,0.0170
32278,1.95,1.77,-137.85,218.11,-24.19,18.58,-38.31,-0.0084,0.0170
32295,1.96,1.84,-137.88,218.94,-23.81,18.90,-39.58,-0.0111,0.0170
